33	45	-1	1.1330038	0.0166613
33	45	1	1.0153668	0.0095535
33	46	-1	0.9721740	0.0088101
33	46	1	0.9910310	0.0059510
33	47	-1	0.9736615	0.0065183
33	47	1	0.9555770	0.0051326
33	48	-1	0.9828283	0.0055171
33	48	1	1.0248487	0.0050289
33	49	-1	1.0009713	0.0053618
33	49	1	0.9848064	0.0050836
33	50	-1	0.9730055	0.0049712
33	50	1	1.0510865	0.0047827
33	51	-1	0.9683212	0.0048042
33	51	1	1.0589907	0.0046363
33	52	-1	0.9936488	0.0051701
33	52	1	1.0040604	0.0051809
33	53	-1	0.9791547	0.0054625
33	53	1	1.0097133	0.0048912
33	54	-1	0.9492365	0.0058364
33	54	1	0.9433364	0.0050718
33	55	-1	1.0375942	0.0068142
33	55	1	1.0577285	0.0064042
33	56	-1	1.0132818	0.0120842
33	56	1	1.0018711	0.0084676
34	43	-1	1.0793487	0.0107733
34	43	1	0.9879210	0.0079683
34	44	-1	0.9366520	0.0064747
34	44	1	0.9202628	0.0059019
34	45	-1	1.1307907	0.0058516
34	45	1	0.9551426	0.0051162
34	46	-1	0.9667610	0.0048862
34	46	1	1.0381579	0.0049894
34	47	-1	1.0050852	0.0047414
34	47	1	0.9902868	0.0048558
34	48	-1	0.9451154	0.0047091
34	48	1	0.9955070	0.0049105
34	49	-1	0.9453281	0.0046071
34	49	1	1.0821043	0.0057262
34	50	-1	0.9604815	0.0047076
34	50	1	1.0038052	0.0049614
34	51	-1	0.9619225	0.0045021
34	51	1	0.9750829	0.0046300
34	52	-1	0.9570937	0.0046240
34	52	1	0.9290547	0.0046653
34	53	-1	0.9635301	0.0046851
34	53	1	0.9302362	0.0043698
34	54	-1	0.9190522	0.0046041
34	54	1	0.9204029	0.0044970
34	55	-1	1.0281529	0.0048160
34	55	1	1.0934732	0.0050209
34	56	-1	0.9797861	0.0050754
34	56	1	1.0331881	0.0055470
34	57	-1	0.9648787	0.0058225
34	57	1	1.0233531	0.0050944
34	58	-1	0.9512737	0.0072433
34	58	1	0.9531298	0.0056744
35	41	-1	1.0234679	0.0094173
35	41	1	0.9601464	0.0078234
35	42	-1	0.9950792	0.0063075
35	42	1	1.0198034	0.0056829
35	43	-1	1.0085044	0.0051148
35	43	1	0.9879784	0.0048911
35	44	-1	0.9387155	0.0049377
35	44	1	0.8769364	0.0047778
35	45	-1	0.9805735	0.0047574
35	45	1	1.0600351	0.0049905
35	46	-1	1.1149434	0.0048196
35	46	1	1.0760763	0.0053279
35	47	-1	0.9469593	0.0044012
35	47	1	1.0015508	0.0049624
35	48	-1	0.9621113	0.0045078
35	48	1	1.0410342	0.0047964
35	49	-1	0.9277143	0.0047411
35	49	1	0.9873083	0.0045754
35	50	-1	0.9719803	0.0048692
35	50	1	1.0189114	0.0046314
35	51	-1	0.9625265	0.0047656
35	51	1	0.9501434	0.0051283
35	52	-1	0.9150678	0.0043303
35	52	1	0.9334446	0.0050796
35	53	-1	0.9821751	0.0044517
35	53	1	0.9804251	0.0044936
35	54	-1	0.9418896	0.0045270
35	54	1	0.9247216	0.0046152
35	55	-1	0.9976182	0.0044767
35	55	1	1.1092463	0.0053253
35	56	-1	0.9612963	0.0046408
35	56	1	1.0165006	0.0047618
35	57	-1	0.8953636	0.0046954
35	57	1	0.9568376	0.0046888
35	58	-1	1.0088820	0.0047694
35	58	1	1.0638318	0.0043348
35	59	-1	0.9504275	0.0049301
35	59	1	1.0573517	0.0049554
35	60	-1	1.0473872	0.0077451
35	60	1	1.0262566	0.0066192
36	40	-1	1.0084990	0.0078578
36	40	1	1.0031286	0.0057979
36	41	-1	0.9889280	0.0044769
36	41	1	0.9988334	0.0045165
36	42	-1	0.9374353	0.0044802
36	42	1	0.9318038	0.0043690
36	43	-1	0.9690315	0.0046275
36	43	1	0.9473133	0.0044502
36	44	-1	0.8660182	0.0047881
36	44	1	0.8569163	0.0050118
36	45	-1	0.9123977	0.0046399
36	45	1	0.9137070	0.0052363
36	46	-1	0.9388517	0.0045675
36	46	1	1.0076778	0.0046751
36	47	-1	0.9051766	0.0043571
36	47	1	0.9968621	0.0048961
36	48	-1	0.9141608	0.0049157
36	48	1	1.0231533	0.0047101
36	49	-1	0.8825531	0.0049347
36	49	1	0.9632208	0.0045973
36	50	-1	0.9155529	0.0052701
36	50	1	0.9827850	0.0053985
36	51	-1	0.9020541	0.0052233
36	51	1	1.0084654	0.0053864
36	52	-1	0.8787676	0.0046365
36	52	1	0.9994780	0.0060598
36	53	-1	0.9322206	0.0043921
36	53	1	1.0241215	0.0050928
36	54	-1	0.8842970	0.0042686
36	54	1	0.9764445	0.0046793
36	55	-1	0.9253246	0.0045961
36	55	1	0.9819732	0.0045488
36	56	-1	0.9188889	0.0045444
36	56	1	0.9506622	0.0043993
36	57	-1	0.8554213	0.0044739
36	57	1	0.9303630	0.0042102
36	58	-1	0.9683949	0.0044617
36	58	1	1.0191056	0.0041001
36	59	-1	0.9443606	0.0042996
36	59	1	0.9453623	0.0044269
36	60	-1	1.0192313	0.0045967
36	60	1	1.0488638	0.0049935
36	61	-1	0.9642359	0.0054195
36	61	1	1.0091952	0.0052184
37	38	-1	0.9950258	0.0161386
37	38	1	0.9969076	0.0132889
37	39	-1	0.9597101	0.0059298
37	39	1	0.9686422	0.0055204
37	40	-1	1.1029539	0.0046185
37	40	1	1.0874143	0.0046353
37	41	-1	1.0397249	0.0044607
37	41	1	0.9837492	0.0043254
37	42	-1	0.8866160	0.0040579
37	42	1	0.8700002	0.0044406
37	43	-1	0.9234548	0.0044406
37	43	1	0.9292276	0.0044521
37	44	-1	0.8776829	0.0044398
37	44	1	0.9409016	0.0053480
37	45	-1	0.9292504	0.0043947
37	45	1	0.9445505	0.0051031
37	46	-1	0.9426859	0.0044787
37	46	1	0.9972332	0.0047425
37	47	-1	0.9159583	0.0041600
37	47	1	0.9572736	0.0044960
37	48	-1	0.9175538	0.0045788
37	48	1	0.9883607	0.0047047
37	49	-1	0.8779597	0.0048174
37	49	1	0.9146667	0.0049646
37	50	-1	0.9256421	0.0048707
37	50	1	0.9346758	0.0071697
37	51	-1	0.9365505	0.0052479
37	51	1	0.9488773	0.0054587
37	52	-1	0.8437134	0.0048158
37	52	1	0.9034255	0.0052611
37	53	-1	0.9186761	0.0043031
37	53	1	0.9839919	0.0050335
37	54	-1	0.9003719	0.0042199
37	54	1	0.9595957	0.0046356
37	55	-1	0.9666247	0.0043910
37	55	1	1.0019581	0.0047500
37	56	-1	0.9207772	0.0046731
37	56	1	1.0250088	0.0048933
37	57	-1	0.8830595	0.0044119
37	57	1	0.9869021	0.0044060
37	58	-1	0.9518732	0.0043526
37	58	1	0.9703397	0.0042897
37	59	-1	0.8813781	0.0042145
37	59	1	0.9299217	0.0041432
37	60	-1	1.0574249	0.0044538
37	60	1	0.9831318	0.0043375
37	61	-1	1.0827849	0.0050523
37	61	1	1.0922452	0.0042493
37	62	-1	1.0063242	0.0051615
37	62	1	1.0491269	0.0053544
37	63	-1	0.9605746	0.0098897
37	63	1	0.9860160	0.0075057
38	37	-1	0.9855412	0.0166828
38	37	1	0.9833978	0.0153015
38	38	-1	1.0133597	0.0055858
38	38	1	1.0250853	0.0055603
38	39	-1	0.9359438	0.0041922
38	39	1	0.9259628	0.0043742
38	40	-1	1.2045325	0.0044998
38	40	1	1.1172132	0.0047966
38	41	-1	0.9541354	0.0041321
38	41	1	0.9881840	0.0042942
38	42	-1	0.9632529	0.0043801
38	42	1	1.0099138	0.0045063
38	43	-1	0.8964142	0.0040032
38	43	1	0.9789758	0.0042204
38	44	-1	0.9347013	0.0040720
38	44	1	0.9967797	0.0046296
38	45	-1	0.9244161	0.0044707
38	45	1	0.9367286	0.0059730
38	46	-1	0.9449575	0.0042951
38	46	1	0.9771126	0.0056580
38	47	-1	0.9510884	0.0044256
38	47	1	0.9723300	0.0054768
38	48	-1	0.9458172	0.0046390
38	48	1	0.9616337	0.0049618
38	49	-1	0.8523242	0.0051808
38	49	1	0.8923655	0.0054983
38	50	-1	0.8774354	0.0054537
38	50	1	0.9225817	0.0066086
38	51	-1	0.8439128	0.0059946
38	51	1	0.8934345	0.0054704
38	52	-1	0.7989975	0.0047782
38	52	1	0.8353932	0.0055300
38	53	-1	0.8831027	0.0045491
